Entity,Continent,Latitude,Longitude,Average temperature per year,Hospital beds per 1000 people,Medical doctors per 1000 people,GDP/Capita,Population,Median age,Population aged 65 and over (%),Date,Daily tests,Cases,Deaths
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,9/21/2020,237622,1105048,19420
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,9/22/2020,291007,1111157,19575
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,9/23/2020,357868,1117487,19720
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,9/24/2020,374157,1123976,19867
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,9/25/2020,390796,1131088,19973
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,9/26/2020,379073,1138509,20140
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,9/27/2020,308339,1146273,20239
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,9/28/2020,255899,1154299,20299
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,9/29/2020,338987,1162428,20456
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,9/30/2020,384174,1170799,20630
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,10/1/2020,402045,1179634,20796
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,10/2/2020,,1188928,20981
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,10/3/2020,,1198663,21153
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,10/4/2020,358511,1209039,21260
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,10/5/2020,295649,1219796,21375
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,10/6/2020,371865,1231277,21559
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,10/7/2020,439097,1242258,21755
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,10/8/2020,507919,1253603,21939
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,10/9/2020,648370,1265572,22137
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,10/10/2020,476106,1278245,22331
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,10/11/2020,409960,1291687,22471
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,10/12/2020,172960,1305093,22594
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,10/13/2020,436976,1318783,22834
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,10/14/2020,478489,1332824,23069
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,10/15/2020,502363,1346380,23350
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,10/16/2020,523860,1361317,23580
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,10/17/2020,544552,1376020,23857
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,10/18/2020,449699,1390824,24039
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,10/19/2020,374888,1406667,24205
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,10/20/2020,496688,1422775,24473
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,10/21/2020,512145,1438219,24786
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,10/22/2020,546615,1453923,25072
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,10/23/2020,564095,1471000,25353
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,10/24/2020,550313,1487260,25647
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,10/25/2020,476308,1503652,25875
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,10/26/2020,402592,1520800,26092
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,10/27/2020,506959,1537142,26409
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,10/28/2020,553308,1553028,26752
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,10/29/2020,582442,1570446,27111
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,10/30/2020,575250,1588433,27462
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,10/31/2020,587935,1606267,27787
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,11/1/2020,512224,1624648,28026
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,11/2/2020,412596,1642665,28264
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,11/3/2020,491447,1661096,28611
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,11/4/2020,570981,1680579,28996
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,11/5/2020,524304,1699695,29285
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,11/6/2020,550863,1720063,29654
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,11/7/2020,590350,1740172,30010
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,11/8/2020,526846,1760420,30292
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,11/9/2020,397225,1781997,30546
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,11/10/2020,512114,1802762,30899
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,11/11/2020,591767,1822345,31326
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,11/12/2020,636888,1843678,31755
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,11/13/2020,601803,1865395,32156
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,11/14/2020,627849,1887836,32536
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,11/15/2020,534895,1910149,32885
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,11/16/2020,438761,1932711,33184
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,11/17/2020,525227,1954912,33619
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,11/18/2020,577345,1975629,34068
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,11/19/2020,596766,1998966,34525
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,11/20/2020,588296,2023025,34980
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,11/21/2020,590770,2047563,35442
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,11/22/2020,520533,2071858,35838
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,11/23/2020,362717,2096749,36192
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,11/24/2020,452837,2120836,36675
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,11/25/2020,505780,2144229,37173
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,11/26/2020,543979,2169424,37688
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,11/27/2020,587707,2196691,38175
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,11/28/2020,545390,2223500,38676
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,11/29/2020,474843,2249890,39127
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,11/30/2020,333052,2275936,39491
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,12/1/2020,444170,2302062,40050
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,12/2/2020,,2327105,40630
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,12/3/2020,,2354934,41173
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,12/4/2020,550424,2382012,41730
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,12/5/2020,545261,2410462,42228
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,12/6/2020,448667,2439163,42675
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,12/7/2020,323453,2466961,43122
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,12/8/2020,427018,2492713,43674
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,12/9/2020,499126,2518551,44220
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,12/10/2020,543001,2546113,44769
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,12/11/2020,539674,2574319,45370
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,12/12/2020,535353,2602048,45923
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,12/13/2020,463556,2629699,46404
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,12/14/2020,,2656601,46846
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,12/15/2020,,2682866,47410
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,12/16/2020,497622,2708940,47994
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,12/17/2020,539303,2736727,48568
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,12/18/2020,527319,2764843,49170
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,12/19/2020,523097,2792615,49744
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,12/20/2020,437156,2821125,50242
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,12/21/2020,312930,2850042,50723
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,12/22/2020,393445,2878382,51274
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,12/23/2020,480151,2905196,51810
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,12/24/2020,516171,2934695,52434
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,12/25/2020,511153,2963290,52985
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,12/26/2020,494071,2992123,53539
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,12/27/2020,416572,3019972,54080
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,12/28/2020,292690,3047335,54559
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,12/29/2020,395008,3073923,55107
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,12/30/2020,445015,3100018,55692
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,12/31/2020,474243,3127347,56271
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,1/1/2021,386001,3153960,56798
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,1/2/2021,,3179898,57235
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,1/3/2021,,3203743,57730
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,1/4/2021,217791,3226758,58203
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,1/5/2021,268620,3250713,58706
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,1/6/2021,300065,3274615,59137
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,1/7/2021,330412,3297833,59628
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,1/8/2021,268668,3321163,60067
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,1/9/2021,342405,3344175,60523
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,1/10/2021,383652,3366715,60963
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,1/11/2021,326357,3389733,61389
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,1/12/2021,341381,3412390,61908
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,1/13/2021,465028,3434934,62463
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,1/14/2021,531024,3459237,63016
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,1/15/2021,583820,3483531,63558
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,1/16/2021,478817,3507201,64134
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,1/17/2021,373123,3530379,64601
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,1/18/2021,,3552888,65059
Russia,Asia,61.52,105.32,-2,8.05,3.98,24765.95,144495044,39,15,1/19/2021,,3574330,65632
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,3/14/2020,,1,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,3/15/2020,,1,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,3/16/2020,,5,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,3/17/2020,,7,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,3/18/2020,,8,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,3/19/2020,,8,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,3/20/2020,,17,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,3/21/2020,,17,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,3/22/2020,,19,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,3/23/2020,,36,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,3/24/2020,,40,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,3/25/2020,,41,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,3/26/2020,,50,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,3/27/2020,,54,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,3/28/2020,,60,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,3/29/2020,,70,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,3/30/2020,,70,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,3/31/2020,,75,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,4/1/2020,,82,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,4/2/2020,,84,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,4/3/2020,,89,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,4/4/2020,,102,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,4/5/2020,,104,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,4/6/2020,,105,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,4/7/2020,,105,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,4/8/2020,772,110,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,4/9/2020,720,110,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,4/10/2020,1036,118,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,4/11/2020,842,120,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,4/12/2020,1160,126,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,4/13/2020,901,127,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,4/14/2020,983,134,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,4/15/2020,923,136,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,4/16/2020,664,138,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,4/17/2020,760,143,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,4/18/2020,712,144,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,4/19/2020,722,147,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,4/20/2020,1299,147,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,4/21/2020,1449,150,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,4/22/2020,1038,153,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,4/23/2020,1343,154,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,4/24/2020,1046,176,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,4/25/2020,1275,183,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,4/26/2020,1025,191,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,4/27/2020,1214,207,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,4/28/2020,1505,212,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,4/29/2020,1705,225,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,4/30/2020,1140,243,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,5/1/2020,1365,249,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,5/2/2020,1197,255,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,5/3/2020,1047,259,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,5/4/2020,746,261,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,5/5/2020,896,261,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,5/6/2020,1323,268,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,5/7/2020,1519,271,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,5/8/2020,1353,273,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,5/9/2020,1198,280,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,5/10/2020,1040,284,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,5/11/2020,380,285,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,5/12/2020,574,286,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,5/13/2020,866,287,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,5/14/2020,895,287,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,5/15/2020,1058,287,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,5/16/2020,2041,289,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,5/17/2020,1135,292,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,5/18/2020,1744,297,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,5/19/2020,1217,308,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,5/20/2020,982,314,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,5/21/2020,1083,320,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,5/22/2020,1568,321,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,5/23/2020,1109,325,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,5/24/2020,1400,327,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,5/25/2020,892,336,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,5/26/2020,1074,339,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,5/27/2020,2059,346,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,5/28/2020,1766,349,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,5/29/2020,1340,355,
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,5/30/2020,1368,359,1
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,5/31/2020,1092,370,1
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,6/1/2020,1083,377,1
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,6/2/2020,957,384,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,6/3/2020,1033,397,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,6/4/2020,1369,410,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,6/5/2020,1558,420,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,6/6/2020,945,431,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,6/7/2020,1318,439,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,6/8/2020,1928,451,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,6/9/2020,1870,463,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,6/10/2020,2110,476,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,6/11/2020,1790,494,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,6/12/2020,1584,510,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,6/13/2020,2043,541,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,6/14/2020,3495,582,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,6/15/2020,2908,612,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,6/16/2020,2742,636,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,6/17/2020,2508,639,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,6/18/2020,2547,646,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,6/19/2020,3033,661,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,6/20/2020,3116,702,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,6/21/2020,3252,728,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,6/22/2020,2287,787,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,6/23/2020,4568,798,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,6/24/2020,3415,830,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,6/25/2020,4757,850,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,6/26/2020,3763,858,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,6/27/2020,4702,878,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,6/28/2020,3002,900,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,6/29/2020,2498,1001,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,6/30/2020,3694,1025,2
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,7/1/2020,3961,1042,3
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,7/2/2020,3737,1063,3
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,7/3/2020,2216,1081,3
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,7/4/2020,3414,1092,3
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,7/5/2020,3279,1105,3
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,7/6/2020,2834,1113,3
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,7/7/2020,2871,1172,3
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,7/8/2020,2644,1194,3
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,7/9/2020,3463,1210,3
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,7/10/2020,3898,1252,3
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,7/11/2020,4060,1299,4
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,7/12/2020,3021,1337,4
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,7/13/2020,3333,1378,4
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,7/14/2020,5705,1416,4
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,7/15/2020,2423,1435,4
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,7/16/2020,5556,1473,4
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,7/17/2020,3432,1485,4
Rwanda,Africa,-1.94,29.87,20,1.6,0.06,1854.21,12208407,20,3,7/18/2020,3232,1539,5
